Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general,ADSL_log
cordoba,general roca,pincén,14035090,0,0,0,0,9,0,0,0,9,0.0
cordoba,general roca,villa huidobro,14035120,0,789,8,2,0,1,0,1099,1899,0.0
cordoba,general roca,villa valeria,14035140,234,0,0,567,0,1,0,130,932,5.459585514144159
cordoba,general roca,santa magdalena (est. jovita),14035110,0,1666,0,37,0,0,0,82,1785,0.0
cordoba,general roca,nicolás bruzzone,14035070,0,0,0,0,0,0,0,91,91,0.0
cordoba,general san martín,arroyo cabral,14042020,2,393,0,2,0,1,0,276,674,1.0986122886681098
cordoba,general san martín,ausonia,14042030,0,0,0,1,0,0,0,1,2,0.0
cordoba,general san martín,chazón,14042040,0,426,0,0,0,0,0,0,426,0.0
cordoba,general san martín,etruria,14042050,15,1,0,0,2,1,0,0,19,2.772588722239781
cordoba,general san martín,la laguna,14042060,524,0,0,0,0,0,0,0,524,6.263398262591624
cordoba,general san martín,la playosa,14042080,650,0,0,0,0,1,0,69,720,6.478509642208569
cordoba,general san martín,pasco,14042110,0,0,0,1,0,0,0,0,1,0.0
cordoba,general san martín,silvio pellico,14042130,0,0,0,175,0,0,0,72,247,0.0
cordoba,general san martín,ticino,14042140,0,778,0,7,0,2,0,0,787,0.0
cordoba,general san martín,tío pujio,14042150,555,0,0,2,0,0,0,53,610,6.320768294250582
cordoba,general san martín,villa maría,14042170,1866,16763,0,12653,0,1,0,1187,32470,7.532088143541722
cordoba,general san martín,villa nueva,14042180,488,2137,0,2679,1,1,0,414,5720,6.192362489474872
cordoba,general san martín,arroyo algodón,14042010,159,0,0,1,0,0,0,226,386,5.075173815233827
cordoba,general san martín,la palestina,14042070,0,0,0,0,0,0,0,1,1,0.0
cordoba,ischilín,chuña,14049030,0,0,0,0,0,2,0,102,104,0.0
cordoba,ischilín,copacabana,14049040,0,0,0,0,0,0,0,12,12,0.0
cordoba,ischilín,deán funes,14049050,445,1253,0,1422,0,1,0,0,3121,6.100318952020064
cordoba,ischilín,esquina del alambre,14049060,0,0,0,0,0,0,0,1,1,0.0
cordoba,ischilín,olivares de san nicolás,14049090,0,0,0,0,0,0,0,1,1,0.0
cordoba,ischilín,quilino,14049100,132,0,0,65,0,0,0,0,197,4.890349128221754
cordoba,ischilín,villa quilino,14049130,0,0,0,30,0,0,0,0,30,0.0
cordoba,juárez celman,alejandro roca (est. alejandro),14056010,324,0,0,0,0,0,0,300,624,5.783825182329737
cordoba,juárez celman,bengolea,14056030,0,0,0,269,0,0,0,0,269,0.0
cordoba,juárez celman,carnerillo,14056040,66,0,0,726,1,1,0,195,989,4.204692619390966
cordoba,juárez celman,charras,14056050,0,0,0,1,0,0,0,12,13,0.0
cordoba,juárez celman,general cabrera,14056070,457,0,0,1,0,0,0,0,458,6.126869184114185
cordoba,juárez celman,general deheza,14056080,2,1328,0,3359,1,0,0,0,4690,1.0986122886681098
cordoba,juárez celman,huanchillas,14056090,0,0,0,11,0,0,0,0,11,0.0
cordoba,juárez celman,la carlota,14056100,647,0,0,0,0,0,0,0,647,6.473890696352274
cordoba,juárez celman,los cisnes,14056110,0,0,0,208,0,0,0,39,247,0.0
cordoba,juárez celman,olaeta,14056120,0,65,0,0,0,0,0,0,65,0.0
cordoba,juárez celman,santa eufemia,14056150,0,676,0,0,0,1,0,64,741,0.0
cordoba,juárez celman,ucacha,14056160,85,2019,0,2,0,0,0,82,2188,4.454347296253507
cordoba,juárez celman,villa reducción,14056170,0,0,0,0,0,0,0,232,232,0.0
cordoba,marcos juárez,alejo ledesma,14063010,0,0,0,1,0,3,0,64,68,0.0
cordoba,marcos juárez,arias,14063020,388,0,0,0,0,0,0,0,388,5.963579343618446
cordoba,marcos juárez,camilo aldao,14063030,1039,0,0,543,20,1,0,0,1603,6.946975992135418
cordoba,marcos juárez,colonia italiana,14063070,0,158,0,0,31,0,0,10,199,0.0
cordoba,marcos juárez,corral de bustos,14063090,697,4298,0,1027,1790,0,0,49,7861,6.548219102762372
cordoba,marcos juárez,cruz alta,14063100,593,0,0,0,0,1,0,2,596,6.386879319362645
cordoba,marcos juárez,general baldissera,14063110,451,0,0,0,0,1,0,0,452,6.113682179832232
cordoba,marcos juárez,general roca,14063120,1214,0,0,1,0,2,0,0,1217,7.102499355774649
cordoba,marcos juárez,guatimozín,14063130,146,0,0,700,593,1,0,15,1455,4.990432586778736
cordoba,marcos juárez,inriville,14063140,192,0,0,0,0,0,0,89,281,5.262690188904886
cordoba,marcos juárez,isla verde,14063150,454,262,0,211,0,0,0,0,927,6.12029741895095
cordoba,marcos juárez,leones,14063160,189,2762,0,4,0,0,0,23,2978,5.247024072160486
cordoba,marcos juárez,los surgentes,14063170,599,0,0,300,0,1,0,0,900,6.396929655216146
cordoba,marcos juárez,marcos juárez,14063180,77,11084,0,9,0,0,0,240,11410,4.356708826689592
cordoba,marcos juárez,monte buey,14063190,1563,0,0,0,0,0,0,0,1563,7.355001921105257
cordoba,marcos juárez,villa elisa,14063230,185,0,12,1492,0,0,0,0,1689,5.225746673713202
cordoba,marcos juárez,saira,14063210,253,0,0,0,0,0,0,0,253,5.537334267018537
cordoba,marcos juárez,capitán general bernardo o'higgins,14063040,15,0,0,0,0,0,0,25,40,2.772588722239781
cordoba,marcos juárez,cavanagh,14063050,0,0,0,0,0,0,0,322,322,0.0
cordoba,minas,ciénaga del coro,14070010,0,0,0,1,0,0,0,64,65,0.0
cordoba,minas,la playa,14070050,0,0,0,0,0,0,0,53,53,0.0
cordoba,minas,san carlos minas,14070060,171,0,0,2,0,0,0,291,464,5.147494476813453
cordoba,minas,tosno,14070080,0,0,0,0,0,0,0,27,27,0.0
cordoba,minas,el chacho,14070020,0,0,0,1,0,0,0,173,174,0.0
cordoba,minas,estancia de guadalupe,14070030,0,0,0,0,0,0,0,35,35,0.0
cordoba,minas,guasapampa,14070040,0,0,0,0,0,0,0,34,34,0.0
cordoba,minas,talaini,14070070,0,0,0,0,0,0,0,23,23,0.0
cordoba,otros,otros,Sin Datos,0,0,0,0,485,0,0,268,753,0.0
cordoba,pocho,chancani,14077010,0,0,0,0,0,0,0,97,97,0.0
cordoba,pocho,las palmas,14077020,0,0,0,0,0,0,0,9,9,0.0
cordoba,pocho,salsacate,14077040,81,0,0,3,0,1,0,298,383,4.406719247264253
cordoba,pocho,villa de pocho,14077080,0,0,0,0,0,0,0,40,40,0.0
cordoba,pocho,los talares,14077030,0,0,0,0,0,0,0,39,39,0.0
cordoba,pocho,san gerónimo,14077050,0,0,0,0,0,0,0,11,11,0.0
cordoba,pocho,tala cañada,14077060,0,0,0,0,0,0,0,39,39,0.0
cordoba,pocho,taninga,14077070,0,0,0,0,0,0,0,167,167,0.0
cordoba,presidente roque sáenz peña,general levalle,14084010,0,2534,0,108,0,0,0,146,2788,0.0
cordoba,presidente roque sáenz peña,la cesira,14084020,395,0,0,2,17,1,0,38,453,5.981414211254481
cordoba,presidente roque sáenz peña,laboulaye,14084030,478,7032,0,9,1,0,0,1133,8653,6.171700597410915
cordoba,presidente roque sáenz peña,melo,14084050,0,0,0,10,21,0,0,389,420,0.0
cordoba,presidente roque sáenz peña,río bamba,14084060,0,0,0,0,0,0,0,31,31,0.0
cordoba,presidente roque sáenz peña,rosales,14084070,0,0,0,0,0,0,0,132,132,0.0
cordoba,presidente roque sáenz peña,serrano,14084090,0,1033,0,0,0,1,0,81,1115,0.0
cordoba,presidente roque sáenz peña,leguizamón,14084040,0,0,0,1,0,0,0,0,1,0.0
cordoba,presidente roque sáenz peña,san joaquín,14084080,0,0,0,0,0,0,0,42,42,0.0
cordoba,punilla,bialet massé,14091020,276,0,0,0,0,0,0,333,609,5.6240175061873385
cordoba,punilla,cabalango,14091030,0,0,0,0,0,0,0,207,207,0.0
cordoba,punilla,capilla del monte,14091040,1036,457,0,0,0,0,0,282,1775,6.9440872082295275
cordoba,punilla,casa grande,14091050,0,0,0,0,0,0,0,57,57,0.0
cordoba,punilla,charbonier,14091060,0,0,0,0,0,0,0,102,102,0.0
cordoba,punilla,cosquín,14091070,1244,5530,0,19,0,0,0,113,6906,7.126890808898808
cordoba,punilla,cuesta blanca,14091080,0,0,0,0,0,0,0,40,40,0.0
cordoba,punilla,estancia vieja,14091090,0,0,0,0,0,0,0,216,216,0.0
cordoba,punilla,huerta grande,14091100,0,28,0,1929,0,0,0,81,2038,0.0
cordoba,punilla,la cumbre,14091110,375,0,0,0,0,0,0,183,558,5.929589143389895
cordoba,punilla,la falda,14091120,918,5595,0,30,0,0,0,22,6565,6.823286122355687
cordoba,punilla,las jarillas,14091130,0,0,0,0,0,0,0,4,4,0.0
cordoba,punilla,los cocos,14091140,206,0,0,0,0,0,0,52,258,5.332718793265369
cordoba,punilla,mayu sumaj,14091160,0,155,0,0,0,0,0,49,204,0.0
cordoba,punilla,san antonio de arredondo,14091180,0,1673,0,1,0,0,0,112,1786,0.0
cordoba,punilla,san esteban,14091190,49,0,0,0,0,0,0,42,91,3.912023005428146
cordoba,punilla,san roque,14091200,0,0,0,0,0,0,0,233,233,0.0
cordoba,punilla,santa maría de punilla,14091210,568,0,0,2,1,0,0,113,684,6.343880434126331
cordoba,punilla,tala huasi,14091220,0,0,0,0,0,0,0,15,15,0.0
cordoba,punilla,tanti,14091230,0,0,0,0,225,0,0,373,598,0.0
cordoba,punilla,valle hermoso,14091240,260,22,0,1632,0,0,0,117,2031,5.564520407322694
cordoba,punilla,villa carlos paz,14091250,1719,25091,0,48,1,2,0,642,27503,7.450079569807499
cordoba,punilla,villa giardino,14091270,366,0,0,0,0,0,0,206,572,5.905361848054571
cordoba,punilla,villa parque siquimán,14091290,0,0,0,0,0,0,0,285,285,0.0
cordoba,punilla,villa río icho cruz,14091300,0,0,0,0,0,0,0,147,147,0.0
cordoba,punilla,villa santa cruz del lago,14091320,228,0,0,0,0,0,0,279,507,5.43372200355424
cordoba,río cuarto,achiras,14098010,0,0,0,50,0,0,0,258,308,0.0
cordoba,río cuarto,adelia maría,14098020,91,2816,0,22,0,0,0,222,3151,4.5217885770490405
cordoba,río cuarto,alcira (est. gigena),14098030,265,0,0,884,0,1,0,0,1150,5.583496308781699
cordoba,río cuarto,alpa corral,14098040,0,0,0,0,160,0,0,0,160,0.0
cordoba,río cuarto,berrotarán,14098050,316,1868,0,3,0,0,0,135,2322,5.75890177387728
cordoba,río cuarto,bulnes,14098060,50,0,0,0,0,1,0,0,51,3.9318256327243257
cordoba,río cuarto,chaján,14098070,0,0,0,78,0,1,0,0,79,0.0
cordoba,río cuarto,chucul,14098080,14,0,0,3,0,0,0,74,91,2.70805020110221
cordoba,río cuarto,coronel moldes,14098100,313,0,0,0,1340,0,0,0,1653,5.749392985908253
cordoba,río cuarto,elena,14098110,60,0,0,596,0,0,0,86,742,4.110873864173311
cordoba,río cuarto,la carolina,14098120,7,0,0,0,0,2,0,66,75,2.0794415416798357
cordoba,río cuarto,las acequias,14098150,422,0,0,8,0,0,0,0,430,6.0473721790462776
cordoba,río cuarto,las albahacas,14098160,9,0,0,0,14,0,0,0,23,2.302585092994046
cordoba,río cuarto,las higueras,14098170,73,718,0,789,0,0,0,0,1580,4.30406509320417
cordoba,río cuarto,las peñas,14098180,4,0,0,0,0,0,0,25,29,1.6094379124341003
cordoba,río cuarto,las vertientes,14098190,29,0,0,25,0,0,0,0,54,3.4011973816621555
cordoba,río cuarto,otros,Sin Datos,0,0,0,0,30,0,0,0,30,0.0
cordoba,río cuarto,río cuarto,14098230,4767,34738,1,31922,0,4,0,1065,72497,8.469682208745185
cordoba,río cuarto,sampacho,14098240,391,0,0,30,1070,0,0,219,1710,5.971261839790462
cordoba,río cuarto,san basilio,14098250,37,0,0,865,0,1,0,0,903,3.6375861597263857
cordoba,río cuarto,santa catalina (est. holmberg),14098260,353,0,0,0,0,0,0,0,353,5.869296913133774
cordoba,río cuarto,vicuña mackenna,14098290,2127,1518,0,71,0,1,0,0,3717,7.662937850461535
cordoba,río cuarto,villa el chacay,14098300,0,0,0,0,4,0,0,0,4,0.0
cordoba,río cuarto,washington,14098320,0,0,0,0,0,0,0,38,38,0.0
cordoba,río cuarto,coronel baigorria,14098090,0,0,0,1,0,0,0,0,1,0.0
cordoba,río primero,cañada de machado,14105020,0,0,0,0,0,0,0,11,11,0.0
cordoba,río primero,esquina,14105090,0,0,0,55,0,1,0,0,56,0.0
cordoba,río primero,la para,14105110,0,1167,0,4,0,1,0,154,1326,0.0
cordoba,río primero,la puerta,14105130,0,0,0,1,0,0,0,100,101,0.0
cordoba,río primero,montecristo,14105190,217,0,0,1331,0,1,0,185,1734,5.384495062789089
cordoba,río primero,otros,Sin Datos,0,0,0,0,0,0,0,20,20,0.0
cordoba,río primero,piquillín,14105210,132,0,0,0,0,0,0,0,132,4.890349128221754
cordoba,río primero,río primero,14105240,1089,0,0,692,0,0,0,187,1968,6.993932975223189
cordoba,río primero,santa rosa de río primero,14105260,348,0,0,1224,0,0,0,301,1873,5.855071922202427
cordoba,río primero,villa fontana,14105270,0,0,0,271,3,0,0,166,440,0.0
cordoba,río primero,diego de rojas,14105060,0,0,0,1,0,0,0,0,1,0.0
cordoba,río primero,la quinta,14105140,0,0,0,0,0,0,0,30,30,0.0
cordoba,río seco,sebastián elcano,14112110,0,0,0,2,0,0,0,0,2,0.0
cordoba,río seco,villa de maría,14112130,0,610,0,0,427,0,0,242,1279,0.0
cordoba,río seco,cerro colorado,14112010,0,0,0,0,0,0,0,60,60,0.0
cordoba,río seco,rayo cortado,14112080,0,0,0,0,0,0,0,57,57,0.0
cordoba,río segundo,capilla del carmen,14119030,0,153,0,0,0,0,0,11,164,0.0
cordoba,río segundo,carrilobo,14119040,0,570,0,64,0,1,0,68,703,0.0
cordoba,río segundo,colazo,14119050,0,0,0,2,0,1,0,0,3,0.0
cordoba,río segundo,costasacate,14119070,126,0,0,153,0,0,0,12,291,4.844187086458591
cordoba,río segundo,laguna larga,14119090,518,0,0,1,0,0,0,704,1223,6.251903883165888
cordoba,río segundo,las junturas,14119100,30,0,0,633,0,1,0,0,664,3.4339872044851463
cordoba,río segundo,los chañaritos,14119110,5,0,0,41,1,0,0,32,79,1.791759469228055
cordoba,río segundo,luque,14119120,22,4,0,1240,0,0,0,19,1285,3.1354942159291497
cordoba,río segundo,manfredi,14119130,49,0,0,4,0,0,0,0,53,3.912023005428146
cordoba,río segundo,oncativo,14119150,2385,71,0,152,0,0,0,436,3044,7.777373602657861
cordoba,río segundo,pilar,14119160,872,0,0,1350,0,0,0,1215,3437,6.771935555839602
cordoba,río segundo,pozo del molle,14119170,0,1892,0,0,0,0,0,0,1892,0.0
cordoba,río segundo,rincón,14119180,0,149,0,0,0,0,0,17,166,0.0
cordoba,río segundo,río segundo,14119190,1329,0,0,1751,0,0,0,1405,4485,7.1929342212158
cordoba,río segundo,santiago temple,14119200,59,769,0,16,2,1,0,89,936,4.0943445622221
cordoba,río segundo,villa del rosario,14119210,92,6600,0,1,0,0,0,51,6744,4.532599493153256
cordoba,río segundo,calchín,14119010,0,985,0,0,45,0,0,0,1030,0.0
cordoba,san alberto,arroyo los patos,14126020,0,40,0,20,0,0,0,5,65,0.0
cordoba,san alberto,el huayco,14126030,67,0,0,0,0,0,0,6,73,4.219507705176107
cordoba,san alberto,la cortadera,14126040,0,0,0,1,0,0,0,0,1,0.0
cordoba,san alberto,las calles,14126050,0,0,0,8,0,0,0,70,78,0.0
cordoba,san alberto,las rabonas,14126070,0,0,0,0,11,0,0,51,62,0.0
cordoba,san alberto,mina clavero,14126090,1394,302,0,187,0,0,0,0,1883,7.240649694255466
cordoba,san alberto,nono,14126110,156,30,0,110,0,0,0,51,347,5.056245805348308
cordoba,san alberto,san huberto,14126130,0,0,0,6,0,0,0,41,47,0.0
cordoba,san alberto,san lorenzo,14126140,0,0,0,0,0,0,0,20,20,0.0
cordoba,san alberto,san pedro,14126160,0,0,0,6,0,0,0,403,409,0.0
cordoba,san alberto,san vicente,14126170,0,0,0,6,0,0,0,33,39,0.0
cordoba,san alberto,sauce arriba,14126180,0,0,0,0,0,0,0,21,21,0.0
cordoba,san alberto,villa cura brochero,14126200,0,180,0,125,0,0,0,3,308,0.0
cordoba,san alberto,villa sarmiento,14126210,1,0,0,0,0,0,0,423,424,0.6931471805599453
cordoba,san javier,conlara,14133010,0,0,0,0,0,0,0,24,24,0.0
cordoba,san javier,cruz caña,14133030,0,0,0,0,0,0,0,41,41,0.0
cordoba,san javier,dos arroyos,14133040,0,0,0,0,0,0,0,5,5,0.0
cordoba,san javier,el pantanillo,14133050,0,0,0,0,0,0,0,4,4,0.0
cordoba,san javier,la paz,14133060,0,0,0,0,0,1,0,268,269,0.0
cordoba,san javier,la población,14133070,0,0,0,0,0,0,0,78,78,0.0
cordoba,san javier,la ramada,14133080,0,0,0,0,0,0,0,14,14,0.0
cordoba,san javier,la travesía,14133090,0,0,0,0,0,0,0,49,49,0.0
cordoba,san javier,las chacras,14133095,0,0,0,2,0,0,0,0,2,0.0
cordoba,san javier,las tapias,14133100,0,0,0,0,0,0,0,251,251,0.0
cordoba,san javier,loma bola,14133105,0,0,0,0,0,0,0,20,20,0.0
cordoba,san javier,los cerrillos,14133110,0,0,0,0,0,0,0,64,64,0.0
cordoba,san javier,los hornillos,14133120,180,0,0,0,0,0,0,43,223,5.198497031265826
cordoba,san javier,los molles,14133130,0,0,0,0,0,0,0,36,36,0.0
cordoba,san javier,los romeros,14133040,0,0,0,0,0,0,0,9,9,0.0
cordoba,san javier,luyaba,14133150,0,0,0,0,0,0,0,124,124,0.0
cordoba,san javier,quebracho ladeado,14133155,0,0,0,0,0,0,0,10,10,0.0
cordoba,san javier,quebrada de los pozos,14133160,0,0,0,0,0,1,0,81,82,0.0
cordoba,san javier,san javier y yacanto,14133170,0,0,0,0,0,0,0,280,280,0.0
cordoba,san javier,san josé,14133180,0,0,0,0,0,0,0,69,69,0.0
cordoba,san javier,villa de las rosas,14133190,0,0,0,0,0,0,0,329,329,0.0
cordoba,san javier,villa dolores,14133200,302,466,0,6686,0,0,0,2167,9621,5.713732805509369
cordoba,san javier,villa la viña,14133210,0,0,0,0,0,0,0,6,6,0.0
cordoba,san justo,alicia,14140010,0,325,0,928,647,1,0,66,1967,0.0
cordoba,san justo,altos de chipión,14140020,0,0,0,622,0,1,0,0,623,0.0
cordoba,san justo,arroyito,14140030,296,4077,0,5392,0,1,69,103,9938,5.6937321388027
cordoba,san justo,brinkmann,14140050,133,0,0,2547,0,0,0,0,2680,4.897839799950911
cordoba,san justo,colonia anita,14140060,0,0,0,0,0,0,0,4,4,0.0
cordoba,san justo,colonia las pichanas,14140080,0,0,0,0,0,0,0,4,4,0.0
cordoba,san justo,colonia marina,14140090,0,0,0,423,0,1,0,133,557,0.0
cordoba,san justo,colonia san bartolomé,14140110,0,0,0,66,0,0,0,361,427,0.0
cordoba,san justo,devoto,14140160,362,0,0,2,1,0,0,0,365,5.8944028342648505
cordoba,san justo,el arañado,14140170,0,479,0,0,0,1,0,66,546,0.0
cordoba,san justo,el fuertecito,14140190,0,98,0,13,0,0,2,9,122,0.0
cordoba,san justo,el tío,14140200,15,705,0,126,0,0,0,33,879,2.772588722239781
cordoba,san justo,estación luxardo,14140210,0,0,0,0,0,0,0,36,36,0.0
cordoba,san justo,freyre,14140220,172,1700,0,810,0,0,0,79,2761,5.153291594497779
cordoba,san justo,la francia,14140230,158,0,0,925,0,0,0,119,1202,5.0689042022202315
cordoba,san justo,la tordilla,14140250,435,0,0,0,0,0,0,45,480,6.077642243349034
cordoba,san justo,las varillas,14140270,274,0,0,6694,0,1,0,0,6969,5.616771097666572
cordoba,san justo,marull,14140280,0,0,0,651,0,1,0,150,802,0.0
cordoba,san justo,miramar,14140290,0,1058,0,0,115,0,0,96,1269,0.0
cordoba,san justo,morteros,14140300,134,0,0,6554,0,0,0,0,6688,4.90527477843843
cordoba,san justo,plaza luxardo,14140310,0,0,0,0,0,0,0,6,6,0.0
cordoba,san justo,plaza san francisco,14140320,0,0,0,0,0,0,0,9,9,0.0
cordoba,san justo,porteña,14140330,404,0,0,1784,0,0,0,73,2261,6.003887067106539
cordoba,san justo,quebracho herrado,14140340,0,0,0,0,0,0,0,43,43,0.0
cordoba,san justo,sacanta,14140350,0,823,0,452,5,1,0,125,1406,0.0
cordoba,san justo,san francisco,14140360,2612,15156,0,348,60,0,0,605,18781,7.868254265520613
cordoba,san justo,saturnino maría laspiur,14140370,0,758,0,0,0,1,0,21,780,0.0
cordoba,san justo,tránsito,14140400,53,0,0,0,0,0,0,106,159,3.9889840465642745
cordoba,san justo,villa concepción del tío,14140420,0,384,0,0,0,0,0,132,516,0.0
cordoba,san justo,villa san esteban,14140440,0,0,0,0,0,0,0,31,31,0.0
cordoba,san justo,toro pujio,14140390,77,0,0,0,0,0,0,0,77,4.356708826689592
cordoba,san justo,colonia vignaud,14140150,81,0,0,102,0,0,0,0,183,4.406719247264253
cordoba,san justo,seeber,14140380,60,0,0,0,0,0,0,0,60,4.110873864173311
cordoba,san justo,el fortín,14140180,0,441,0,0,0,0,0,64,505,0.0
cordoba,san justo,las varas,14140260,0,0,0,148,11,0,0,0,159,0.0
cordoba,san justo,villa del tránsito,14140430,0,0,0,0,0,0,0,65,65,0.0
cordoba,san justo,la paquita,14140240,220,0,0,0,2,0,0,126,348,5.3981627015177525
cordoba,san justo,transito,Sin Datos,0,943,0,133,0,0,0,0,1076,0.0
cordoba,santa maría,alta gracia,14147010,1688,15,0,13941,0,0,0,327,15971,7.4318919168078
cordoba,santa maría,anisacate,14147020,63,0,0,0,0,0,0,106,169,4.1588830833596715
cordoba,santa maría,despeñaderos,14147080,923,0,0,1065,0,0,0,124,2112,6.828712071641684
cordoba,santa maría,la cumbrecita,14147280,0,0,0,0,0,0,0,5,5,0.0
cordoba,santa maría,la paisanita,14147150,33,0,0,0,0,0,0,0,33,3.5263605246161616
cordoba,santa maría,malagueño,14147210,30,0,0,14,0,0,0,383,427,3.4339872044851463
cordoba,santa maría,otros,Sin Datos,0,0,0,0,0,0,0,602,602,0.0
cordoba,santa maría,potrero de garay,14147230,0,0,0,5,0,0,0,1198,1203,0.0
cordoba,santa maría,san nicolás,14147260,4,0,0,0,0,0,0,0,4,1.6094379124341003
cordoba,santa maría,toledo,14147280,517,0,0,162,0,0,0,4,683,6.249975242259483
cordoba,santa maría,valle de anisacate,14147300,0,0,0,0,0,0,0,62,62,0.0
cordoba,santa maría,villa ciudad de américa (loteo diego de rojas),14147310,0,0,0,0,0,0,0,483,483,0.0
cordoba,santa maría,villa del prado,14147320,0,0,0,0,0,0,0,49,49,0.0
cordoba,santa maría,villa la bolsa,14147330,0,0,0,0,0,0,0,53,53,0.0
cordoba,santa maría,villa los aromos,14147340,93,0,0,0,0,0,0,61,154,4.543294782270004
cordoba,santa maría,villa parque santa ana,14147350,213,0,0,0,0,0,0,0,213,5.365976015021851
cordoba,santa maría,villa san isidro,14147360,0,0,0,0,0,0,0,51,51,0.0
cordoba,santa maría,la donosa,14147280,0,0,0,0,0,0,0,74,74,0.0
cordoba,santa maría,campos del virrey,14147055,0,0,0,35,0,0,0,0,35,0.0
cordoba,santa maría,josé de la quintana,14147115,0,0,0,0,0,0,0,11,11,0.0
cordoba,sobremonte,san francisco del chañar,14154050,0,0,0,1,0,1,0,0,2,0.0
cordoba,sobremonte,caminiaga,14154010,0,0,0,2,0,0,0,0,2,0.0
cordoba,tercero arriba,almafuerte,14161010,584,2528,0,291,0,0,0,404,3807,6.371611847231857
cordoba,tercero arriba,colonia almada,14161020,0,0,0,0,0,0,0,1,1,0.0
cordoba,tercero arriba,corralito,14161030,0,0,0,149,265,1,0,39,454,0.0
cordoba,tercero arriba,general fotheringham,14161050,24,0,0,0,0,0,0,40,64,3.2188758248682006
cordoba,tercero arriba,hernando,14161060,267,3031,0,3,0,0,0,0,3301,5.5909869805108565
cordoba,tercero arriba,james craik,14161070,117,689,0,3,0,0,0,637,1446,4.770684624465665
cordoba,tercero arriba,las isletillas,14161080,0,0,0,0,0,0,0,8,8,0.0
cordoba,tercero arriba,las perdices,14161090,892,0,0,0,0,1,0,33,926,6.794586580876499
cordoba,tercero arriba,oliva,14161110,1269,0,0,1893,0,0,0,162,3324,7.146772179452637
cordoba,tercero arriba,pampayasta sur,14161130,0,0,0,3,0,1,0,0,4,0.0
cordoba,tercero arriba,río tercero,14161150,76,9313,0,11014,0,1,0,1130,21534,4.343805421853684
cordoba,tercero arriba,tancacha,14161160,1305,0,0,0,0,1,0,193,1499,7.174724309836376
cordoba,tercero arriba,villa ascasubi,14161170,0,0,0,0,0,0,0,514,514,0.0
cordoba,tercero arriba,pampayasta norte,14161120,0,0,0,0,0,0,0,1,1,0.0
cordoba,tercero arriba,punta del agua,14161140,0,0,0,0,0,0,0,1,1,0.0
cordoba,tercero arriba,dalmacio vélez,14161040,0,0,0,460,0,0,0,0,460,0.0
cordoba,totoral,las peñas,14168060,23,0,0,0,0,0,0,231,254,3.1780538303479458
cordoba,totoral,sarmiento,14168090,49,0,0,0,0,0,0,0,49,3.912023005428146
cordoba,totoral,villa del totoral,14168120,306,0,0,1192,2,0,0,369,1869,5.726847747587197
cordoba,totoral,sinsacate,14168110,34,0,0,934,0,0,0,15,983,3.5553480614894135
cordoba,tulumba,las arrias,14175050,5,0,0,0,0,0,0,0,5,1.791759469228055
cordoba,tulumba,san josé de la dormida,14175080,86,0,0,0,0,1,0,263,350,4.465908118654584
cordoba,tulumba,villa tulumba,14175110,0,0,0,2,0,0,0,169,171,0.0
cordoba,tulumba,san pedro norte,14175100,0,0,0,0,0,0,0,62,62,0.0
cordoba,tulumba,rosario del saladillo,14175070,0,0,0,2,0,0,0,0,2,0.0
